,answers_count,best_answer,full_question,link,summary,tags,title,views,vote_count
76,3,"
You can set environmental variables in Pycharm's run configurations menu.

Open the Run Configuration selector in the top-right and cick Edit Configurations...

Find Environmental variables and click ...

Add or change variables, then click OK


You can access your environmental variables with os.environ
import os
print(os.environ['SOME_VAR'])

","
I have started to work in a Django project, and I would like to set some environment variables without having to set them manually or having a bash file to source.
I would like to set the following variables:
export DATABASE_URL=postgres://127.0.0.1:5432/my_db_name
export DEBUG=1
# there are other variables, but they contain personal information

I have read this, but that does not solve what I want. In addition, I have tried setting the environment variables in Preferences-> Build, Execution, Deployment->Console->Python Console/Django Console, but it sets the variables for the interpreter.
",https://stackoverflow.com/questions/42708389/how-to-set-environment-variables-in-pycharm,"
            I have started to work in a Django project, and I would like to set some environment variables without having to set them manually or having a bash file to source.

I would like to set the following ...
        ","['python', 'django', 'environment-variables']",How to set environment variables in PyCharm?,101024,67
77,23,"
Try to add this lines to the top of your settings file:
import django
django.setup()

And if this will not help you try to remove third-party applications from your installed apps list one-by-one.
","
When upgraded to django 1.9 from 1.8 I got this error. I checked answers for similar questions, but I didn't think this is an issue with any 3rd party packages or apps.
Traceback (most recent call last):
File ""manage.py"", line 10, in <module> execute_from_command_line(sys.argv)
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/core/management/__init__.py"", line 350, in execute_from_command_line
utility.execute()
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/core/management/__init__.py"", line 342, in execute
self.fetch_command(subcommand).run_from_argv(self.argv)
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/core/management/__init__.py"", line 176, in fetch_command
commands = get_commands()
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/utils/lru_cache.py"", line 100, in wrapper
result = user_function(*args, **kwds)
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/core/management/__init__.py"", line 71, in get_commands
for app_config in reversed(list(apps.get_app_configs())):
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/apps/registry.py"", line 137, in get_app_configs
self.check_apps_ready()
File ""/home/kishore/.virtualenvs/andone/local/lib/python2.7/site-packages/django/apps/registry.py"", line 124, in check_apps_ready
raise AppRegistryNotReady(""Apps aren't loaded yet."")
django.core.exceptions.AppRegistryNotReady: Apps aren't loaded yet.

I'd modified the Installed apps for 'django.contrib.auth'.
",https://stackoverflow.com/questions/34114427/django-upgrading-to-1-9-error-appregistrynotready-apps-arent-loaded-yet,"
            When upgraded to django 1.9 from 1.8 I got this error. I checked answers for similar questions, but I didn't think this is an issue with any 3rd party packages or apps.

Traceback (most recent call ...
        ","['python', 'django']",Django upgrading to 1.9 error “AppRegistryNotReady: Apps aren't loaded yet.”,123657,84
78,4,"
Update: for Django >= 1.8 please follow the answer provided by @kmmbvnr
it's possible using Django ORM:
here's what you should do:
from django.db.models import Sum

total = ( Task.objects
            .filter(your-filter-here)
            .aggregate(
                total=Sum('progress', field=""progress*estimated_days"")
             )['total']
         )

Note: if the two fields are of different types, say integer & float, the type you want to return should be passed as the first parameter of Sum
It's a late answer, but I guess it'll help someone looking for the same.
","
I have a model something like this:
class Task(models.Model):
    progress = models.PositiveIntegerField()
    estimated_days = models.PositiveIntegerField()

Now I would like to do a calculation Sum(progress * estimated_days) on the database level. Using Django Aggregation I can have the sum for each field but not the summation of multiplication of fields. 
",https://stackoverflow.com/questions/12165636/django-aggregation-summation-of-multiplication-of-two-fields,"
            I have a model something like this:

class Task(models.Model):
    progress = models.PositiveIntegerField()
    estimated_days = models.PositiveIntegerField()
Now I would like to do a calculation Sum(...
        ","['python', 'django', 'django-models', 'django-queryset', 'django-orm']",Django Aggregation: Summation of Multiplication of two fields,34338,54
79,10,"
It seems like you are asking about the difference between the data model and the domain model – the latter is where you can find the business logic and entities as perceived by your end user, the former is where you actually store your data. 
Furthermore, I've interpreted the 3rd part of your question as: how to notice failure to keep these models separate. 
These are two very different concepts and it's always hard to keep them separate. However, there are some common patterns and tools that can be used for this purpose. 
About the Domain Model
The first thing you need to recognize is that your domain model is not really about data; it is about actions and questions such as ""activate this user"", ""deactivate this user"", ""which users are currently activated?"", and ""what is this user's name?"". In classical terms: it's about queries and commands. 
Thinking in Commands
Let's start by looking at the commands in your example: ""activate this user"" and ""deactivate this user"". The nice thing about commands is that they can easily be expressed by small given-when-then scenario's: 

given an inactive user 
when the admin activates this user 
then the user becomes active 
and a confirmation e-mail is sent to the user 
and an entry is added to the system log
   (etc. etc.)

Such scenario's are useful to see how different parts of your infrastructure can be affected by a single command – in this case your database (some kind of 'active' flag), your mail server, your system log, etc. 
Such scenario's also really help you in setting up a Test Driven Development environment. 
And finally, thinking in commands really helps you create a task-oriented application. Your users will appreciate this :-)
Expressing Commands
Django provides two easy ways of expressing commands; they are both valid options and it is not unusual to mix the two approaches. 
The service layer
The service module has already been described by @Hedde. Here you define a separate module and each command is represented as a function. 
services.py
def activate_user(user_id):
    user = User.objects.get(pk=user_id)

    # set active flag
    user.active = True
    user.save()

    # mail user
    send_mail(...)

    # etc etc

Using forms
The other way is to use a Django Form for each command. I prefer this approach, because it combines multiple closely related aspects:

execution of the command (what does it do?)
validation of the command parameters (can it do this?)
presentation of the command (how can I do this?)

forms.py
class ActivateUserForm(forms.Form):

    user_id = IntegerField(widget = UsernameSelectWidget, verbose_name=""Select a user to activate"")
    # the username select widget is not a standard Django widget, I just made it up

    def clean_user_id(self):
        user_id = self.cleaned_data['user_id']
        if User.objects.get(pk=user_id).active:
            raise ValidationError(""This user cannot be activated"")
        # you can also check authorizations etc. 
        return user_id

    def execute(self):
        """"""
        This is not a standard method in the forms API; it is intended to replace the 
        'extract-data-from-form-in-view-and-do-stuff' pattern by a more testable pattern. 
        """"""
        user_id = self.cleaned_data['user_id']

        user = User.objects.get(pk=user_id)

        # set active flag
        user.active = True
        user.save()

        # mail user
        send_mail(...)

        # etc etc

Thinking in Queries
You example did not contain any queries, so I took the liberty of making up a few useful queries. I prefer to use the term ""question"", but queries is the classical terminology. Interesting queries are: ""What is the name of this user?"", ""Can this user log in?"", ""Show me a list of deactivated users"", and ""What is the geographical distribution of deactivated users?"" 
Before embarking on answering these queries, you should always ask yourself two questions: is this a presentational query just for my templates, and/or a business logic query tied to executing my commands, and/or a reporting query. 
Presentational queries are merely made to improve the user interface. The answers to business logic queries directly affect the execution of your commands. Reporting queries are merely for analytical purposes and have looser time constraints. These categories are not mutually exclusive. 
The other question is: ""do I have complete control over the answers?"" For example, when querying the user's name (in this context)  we do not have any control over the outcome, because we rely on an external API. 
Making Queries
The most basic query in Django is the use of the Manager object: 
User.objects.filter(active=True)

Of course, this only works if the data is actually represented in your data model. This is not always the case. In those cases, you can consider the options below. 
Custom tags and filters
The first alternative is useful for queries that are merely presentational: custom tags and template filters. 
template.html
<h1>Welcome, {{ user|friendly_name }}</h1>

template_tags.py
@register.filter
def friendly_name(user):
    return remote_api.get_cached_name(user.id)

Query methods
If your query is not merely presentational, you could add queries to your services.py (if you are using that), or introduce a queries.py module: 
queries.py
def inactive_users():
    return User.objects.filter(active=False)


def users_called_publysher():
    for user in User.objects.all():
        if remote_api.get_cached_name(user.id) == ""publysher"":
            yield user 

Proxy models
Proxy models are very useful in the context of business logic and reporting. You basically define an enhanced subset of your model. You can override a Manager’s base QuerySet by overriding the Manager.get_queryset() method. 
models.py
class InactiveUserManager(models.Manager):
    def get_queryset(self):
        query_set = super(InactiveUserManager, self).get_queryset()
        return query_set.filter(active=False)

class InactiveUser(User):
    """"""
    >>> for user in InactiveUser.objects.all():
    …        assert user.active is False 
    """"""

    objects = InactiveUserManager()
    class Meta:
        proxy = True

Query models
For queries that are inherently complex, but are executed quite often, there is the possibility of query models. A query model is a form of denormalization where relevant data for a single query is stored in a separate model. The trick of course is to keep the denormalized model in sync with the primary model. Query models can only be used if changes are entirely under your control. 
models.py
class InactiveUserDistribution(models.Model):
    country = CharField(max_length=200)
    inactive_user_count = IntegerField(default=0)

The first option is to update these models in your commands. This is very useful if these models are only changed by one or two commands. 
forms.py
class ActivateUserForm(forms.Form):
    # see above

    def execute(self):
        # see above
        query_model = InactiveUserDistribution.objects.get_or_create(country=user.country)
        query_model.inactive_user_count -= 1
        query_model.save()

A better option would be to use custom signals. These signals are of course emitted by your commands. Signals have the advantage that you can keep multiple query models in sync with your original model. Furthermore, signal processing can be offloaded to background tasks, using Celery or similar frameworks. 
signals.py
user_activated = Signal(providing_args = ['user'])
user_deactivated = Signal(providing_args = ['user'])

forms.py
class ActivateUserForm(forms.Form):
    # see above

    def execute(self):
        # see above
        user_activated.send_robust(sender=self, user=user)

models.py
class InactiveUserDistribution(models.Model):
    # see above

@receiver(user_activated)
def on_user_activated(sender, **kwargs):
        user = kwargs['user']
        query_model = InactiveUserDistribution.objects.get_or_create(country=user.country)
        query_model.inactive_user_count -= 1
        query_model.save()

Keeping it clean
When using this approach, it becomes ridiculously easy to determine if your code stays clean. Just follow these guidelines:

Does my model contain methods that do more than managing database state? You should extract a command. 
Does my model contain properties that do not map to database fields? You should extract a query. 
Does my model reference infrastructure that is not my database (such as mail)? You should extract a command.

The same goes for views (because views often suffer from the same problem). 

Does my view actively manage database models? You should extract a command.

Some References
Django documentation: proxy models
Django documentation: signals
Architecture: Domain Driven Design
","
I am writing a project in Django and I see that 80% of the code is in the file models.py. This code is confusing and, after a certain time, I cease to understand what is really happening.
Here is what bothers me:

I find it ugly that my model level (which was supposed to be
responsible only for the work with data from a database) is also
sending email, walking on API to other services, etc. 
Also, I find it unacceptable to place business logic in the view, because
this way it becomes difficult to control. For example, in my
application there are at least three ways to create new
instances of User, but technically it should create them uniformly. 
I do not always notice when the methods and
properties of my models become non-deterministic and when they develop
side effects.

Here is a simple example. At first, the User model was like this:
class User(db.Models):

    def get_present_name(self):
        return self.name or 'Anonymous'

    def activate(self):
        self.status = 'activated'
        self.save()

Over time, it turned into this:
class User(db.Models):

    def get_present_name(self): 
        # property became non-deterministic in terms of database
        # data is taken from another service by api
        return remote_api.request_user_name(self.uid) or 'Anonymous' 

    def activate(self):
        # method now has a side effect (send message to user)
        self.status = 'activated'
        self.save()
        send_mail('Your account is activated!', '…', [self.email])

What I want is to separate entities in my code:

Entities of my database, database level: What contains my application?
Entities of my application, business logic level: What can make my application?

What are the good practices to implement such an approach that can be applied in Django?
",https://stackoverflow.com/questions/12578908/separation-of-business-logic-and-data-access-in-django,"
            I am writing a project in Django and I see that 80% of the code is in the file models.py. This code is confusing and, after a certain time, I cease to understand what is really happening.

Here is ...
        ","['python', 'django', 'model-view-controller', 'data-access-layer', 'business-logic-layer']",Separation of business logic and data access in django,105723,486
80,8,"
Try the solution from Reportlab.
Download it and install it as usual with python setup.py install
You will also need to install the following modules: xhtml2pdf, html5lib, pypdf with easy_install.
Here is an usage example:
First define this function:
import cStringIO as StringIO
from xhtml2pdf import pisa
from django.template.loader import get_template
from django.template import Context
from django.http import HttpResponse
from cgi import escape


def render_to_pdf(template_src, context_dict):
    template = get_template(template_src)
    context = Context(context_dict)
    html  = template.render(context)
    result = StringIO.StringIO()

    pdf = pisa.pisaDocument(StringIO.StringIO(html.encode(""ISO-8859-1"")), result)
    if not pdf.err:
        return HttpResponse(result.getvalue(), content_type='application/pdf')
    return HttpResponse('We had some errors<pre>%s</pre>' % escape(html))

Then you can use it like this:
def myview(request):
    #Retrieve data or whatever you need
    return render_to_pdf(
            'mytemplate.html',
            {
                'pagesize':'A4',
                'mylist': results,
            }
        )

The template:
<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd"">
<html>
    <head>
        <title>My Title</title>
        <style type=""text/css"">
            @page {
                size: {{ pagesize }};
                margin: 1cm;
                @frame footer {
                    -pdf-frame-content: footerContent;
                    bottom: 0cm;
                    margin-left: 9cm;
                    margin-right: 9cm;
                    height: 1cm;
                }
            }
        </style>
    </head>
    <body>
        <div>
            {% for item in mylist %}
                RENDER MY CONTENT
            {% endfor %}
        </div>
        <div id=""footerContent"">
            {%block page_foot%}
                Page <pdf:pagenumber>
            {%endblock%}
        </div>
    </body>
</html>

Hope it helps.
","
For my django powered site, I am looking for an easy solution to convert dynamic html pages to pdf.
Pages include HTML and charts from Google visualization API (which is javascript based, yet including those graphs is a must).
",https://stackoverflow.com/questions/1377446/render-html-to-pdf-in-django-site,"
            For my django powered site, I am looking for an easy solution to convert dynamic html pages to pdf.

Pages include HTML and charts from Google visualization API (which is javascript based, yet ...
        ","['python', 'html', 'django', 'pdf', 'pdf-generation']",Render HTML to PDF in Django site,94355,117
81,21,"
The << part is wrong, use < instead:
$ ./manage.py shell < myscript.py

You could also do:
$ ./manage.py shell
...
>>> execfile('myscript.py')

For python3 you would need to use
>>> exec(open('myscript.py').read())

","
I need to execute a Python script from the Django shell. I tried:
./manage.py shell << my_script.py

But it didn't work. It was just waiting for me to write something.
",https://stackoverflow.com/questions/16853649/how-to-execute-a-python-script-from-the-django-shell,"
            I need to execute a Python script from the Django shell. I tried:

./manage.py shell << my_script.py
But it didn't work. It was just waiting for me to write something.
        ","['python', 'django', 'django-shell']",How to execute a Python script from the Django shell?,211554,251
82,9,"
it looks like datetime.now() is being evaluated when the model is defined, and not each time you add a record.
Django has a feature to accomplish what you are trying to do already:
date = models.DateTimeField(auto_now_add=True, blank=True)

or
date = models.DateTimeField(default=datetime.now, blank=True)

The difference between the second example and what you currently have is the lack of parentheses. By passing datetime.now without the parentheses, you are passing the actual function, which will be called each time a record is added. If you pass it datetime.now(), then you are just evaluating the function and passing it the return value.
More information is available at Django's model field reference
","
I have the below db model:
from datetime import datetime    

class TermPayment(models.Model):
    # I have excluded fields that are irrelevant to the question
    date = models.DateTimeField(default=datetime.now(), blank=True)

I add a new instance by using the below:
tp = TermPayment.objects.create(**kwargs)

My issue: all records in database have the same value in date field, which is the date of the first payment. After the server restarts, one record has the new date and the other records have the same as the first. It looks as if some data is cached, but I can't find where.
database: mysql 5.1.25
django v1.1.1
",https://stackoverflow.com/questions/2771676/django-datetime-issues-default-datetime-now,"
            I have the below db model:

from datetime import datetime    

class TermPayment(models.Model):
    # I have excluded fields that are irrelevant to the question
    date = models.DateTimeField(default=...
        ","['python', 'django']",Django datetime issues (default=datetime.now()),300539,289
83,0,"
I just created http://www.djangosnippets.org/snippets/1890/ for this same problem. The code is similar to pithyless' answer above except it uses urllib2.urlopen because urllib.urlretrieve doesn't perform any error handling by default so it's easy to get the contents of a 404/500 page instead of what you needed. You can create callback function & custom URLOpener subclass but I found it easier just to create my own temp file like this:
from django.core.files import File
from django.core.files.temp import NamedTemporaryFile

img_temp = NamedTemporaryFile(delete=True)
img_temp.write(urllib2.urlopen(url).read())
img_temp.flush()

im.file.save(img_filename, File(img_temp))

","
please excuse me for my ugly english ;-)
Imagine this very simple model :
class Photo(models.Model):
    image = models.ImageField('Label', upload_to='path/')

I would like to create a Photo from an image URL (i.e., not by hand in the django admin site).
I think that I need to do something like this :
from myapp.models import Photo
import urllib

img_url = 'http://www.site.com/image.jpg'
img = urllib.urlopen(img_url)
# Here I need to retrieve the image (as the same way that if I put it in an input from admin site)
photo = Photo.objects.create(image=image)

I hope that I've well explained the problem, if not tell me.
Thank you :)
Edit :
This may work but I don't know how to convert content to a django File :
from urlparse import urlparse
import urllib2
from django.core.files import File

photo = Photo()
img_url = 'http://i.ytimg.com/vi/GPpN5YUNDeI/default.jpg'
name = urlparse(img_url).path.split('/')[-1]
content = urllib2.urlopen(img_url).read()

# problem: content must be an instance of File
photo.image.save(name, content, save=True)

",https://stackoverflow.com/questions/1393202/django-add-image-in-an-imagefield-from-image-url,"
            please excuse me for my ugly english ;-)

Imagine this very simple model :

class Photo(models.Model):
    image = models.ImageField('Label', upload_to='path/')
I would like to create a Photo from an ...
        ","['python', 'django', 'urllib', 'django-models']",Django: add image in an ImageField from image url,57218,84
84,9,"
Ok, well, first of all, let me check if I am on the same page as you:

You installed python
You did brew install mysql
You did export PATH=$PATH:/usr/local/mysql/bin
And finally, you did pip install MySQL-Python (or pip3 install mysqlclient if using python 3)

If you did all those steps in the same order, and you still got an error, read on to the end, if, however, you did not follow these exact steps try, following them from the very beginning.
So, you followed the steps, and you're still geting an error, well, there are a few things you could try:

Try running which mysql_config from bash. It probably won't be found. That's why the build isn't finding it either. Try running locate mysql_config and see if anything comes back. The path to this binary needs to be either in your shell's $PATH environment variable, or it needs to be explicitly in the setup.py file for the module assuming it's looking in some specific place for that file. 
Instead of using MySQL-Python, try using 'mysql-connector-python', it can be installed using pip install mysql-connector-python. More information on this can be found here and here.
Manually find the location of 'mysql/bin', 'mysql_config', and 'MySQL-Python', and add all these to the $PATH environment variable.
If all above steps fail, then you could try installing 'mysql' using MacPorts, in which case the file 'mysql_config' would actually be called 'mysql_config5', and in this case, you would have to do this after installing: export PATH=$PATH:/opt/local/lib/mysql5/bin. You can find more details here.

Note1: I've seen some people saying that installing python-dev and libmysqlclient-dev also helped, however I do not know if these packages are available on Mac OS.
Note2: Also, make sure to try running the commands as root.
I got my answers from (besides my brain) these places (maybe you could have a look at them, to see if it would help): 1, 2, 3, 4.
I hoped I helped, and would be happy to know if any of this worked, or not. Good luck.
","
First off, yeah, I've already seen this: 
pip install mysql-python fails with EnvironmentError: mysql_config not found
The problem
I am trying to use Django on a Google App Engine project. However, I haven't been able to get started as the server fails to start properly due to: 
ImproperlyConfigured(""Error loading MySQLdb module: %s"" % e)
ImproperlyConfigured: Error loading MySQLdb module: No module named MySQLdb

I did some research and it all pointed to having to install Mysql-python, as apparently it isn't on my system. I actually tried uninstalling it and got this: 
Cannot uninstall requirement mysql-python, not installed

Whenever I actually do try to install via: 
sudo pip install MySQL-python

I get an error stating: 
raise EnvironmentError(""%s not found"" % (mysql_config.path,))
EnvironmentError: mysql_config not found

I've already tried running: 
export PATH=$PATH:/usr/local/mysql/bin

but that didn't seem to help, as I ran the installation command again and it still failed. 
Any ideas? 
Please note I'm not in a virtualenv. 
",https://stackoverflow.com/questions/25459386/mac-os-x-environmenterror-mysql-config-not-found,"
            First off, yeah, I've already seen this: 

pip install mysql-python fails with EnvironmentError: mysql_config not found

The problem

I am trying to use Django on a Google App Engine project. However, ...
        ","['python', 'mysql', 'django', 'macos']",Mac OS X - EnvironmentError: mysql_config not found,134669,120
85,6,"
You can just show both forms in the template inside of one <form> html element. Then just process the forms separately in the view. You'll still be able to use form.save() and not have to process db loading and saving yourself.
In this case you shouldn't need it, but if you're going to be using forms with the same field names, look into the prefix kwarg for django forms. (I answered a question about it here).
","
Is it possible to have multiple models included in a single ModelForm in django?  I am trying to create a profile edit form.  So I need to include some fields from the User model and the UserProfile model.  Currently I am using 2 forms like this
class UserEditForm(ModelForm):

    class Meta:
        model = User
        fields = (""first_name"", ""last_name"")

class UserProfileForm(ModelForm):

    class Meta:
        model = UserProfile
        fields = (""middle_name"", ""home_phone"", ""work_phone"", ""cell_phone"")

Is there a way to consolidate these into one form or do I just need to create a form and handle the db loading and saving myself?
",https://stackoverflow.com/questions/2770810/multiple-models-in-a-single-django-modelform,"
            Is it possible to have multiple models included in a single ModelForm in django?  I am trying to create a profile edit form.  So I need to include some fields from the User model and the UserProfile ...
        ","['python', 'django', 'django-forms']",Multiple Models in a single django ModelForm?,65330,96
86,7,"
There are several approaches.
One is to use a non-capturing group in the regex:    (?:/(?P<title>[a-zA-Z]+)/)?
Making a Regex Django URL Token Optional
Another, easier to follow way is to have multiple rules that matches your needs, all pointing to the same view.
urlpatterns = patterns('',
    url(r'^project_config/$', views.foo),
    url(r'^project_config/(?P<product>\w+)/$', views.foo),
    url(r'^project_config/(?P<product>\w+)/(?P<project_id>\w+)/$', views.foo),
)

Keep in mind that in your view you'll also need to set a default for the optional URL parameter, or you'll get an error:
def foo(request, optional_parameter=''):
    # Your code goes here

","
I have a Django URL like this:
url(
    r'^project_config/(?P<product>\w+)/(?P<project_id>\w+)/$',
    'tool.views.ProjectConfig',
    name='project_config'
),

views.py:
def ProjectConfig(request, product, project_id=None, template_name='project.html'):
    ...
    # do stuff

The problem is that I want the project_id parameter to be optional.
I want /project_config/ and /project_config/12345abdce/ to be equally valid URL patterns, so that if project_id is passed, then I can use it.
As it stands at the moment, I get a 404 when I access the URL without the project_id parameter.
",https://stackoverflow.com/questions/14351048/django-optional-url-parameters,"
            I have a Django URL like this:

url(
    r'^project_config/(?P<product>\w+)/(?P<project_id>\w+)/$',
    'tool.views.ProjectConfig',
    name='project_config'
),
views.py:

def ...
        ","['python', 'django', 'django-views', 'django-urls']",Django optional url parameters,127295,161
87,4,"
It looks like {{ data.0 }}. See Variables and lookups.
","
This may be simple, but I looked around and couldn't find an answer.  What's the best way to reference a single item in a list from a Django template?
In other words how do I do the equivalent of {{ data[0] }} within the template language?
Thanks.
",https://stackoverflow.com/questions/4651172/reference-list-item-by-index-within-django-template,"
            This may be simple, but I looked around and couldn't find an answer.  What's the best way to reference a single item in a list from a Django template?

In other words how do I do the equivalent of {{ ...
        ","['python', 'django', 'django-templates']",Reference list item by index within Django template?,93899,103
88,7,"
I guess you would have here to add a new ModelMultipleChoiceField to your PizzaForm, and manually link that form field with the model field, as Django won't do that automatically for you.
The following snippet might be helpful :
class PizzaForm(forms.ModelForm):
    class Meta:
        model = Pizza

    # Representing the many to many related field in Pizza
    toppings = forms.ModelMultipleChoiceField(queryset=Topping.objects.all())

    # Overriding __init__ here allows us to provide initial
    # data for 'toppings' field
    def __init__(self, *args, **kwargs):
        # Only in case we build the form from an instance
        # (otherwise, 'toppings' list should be empty)
        if kwargs.get('instance'):
            # We get the 'initial' keyword argument or initialize it
            # as a dict if it didn't exist.                
            initial = kwargs.setdefault('initial', {})
            # The widget for a ModelMultipleChoiceField expects
            # a list of primary key for the selected data.
            initial['toppings'] = [t.pk for t in kwargs['instance'].topping_set.all()]

        forms.ModelForm.__init__(self, *args, **kwargs)

    # Overriding save allows us to process the value of 'toppings' field    
    def save(self, commit=True):
        # Get the unsave Pizza instance
        instance = forms.ModelForm.save(self, False)

        # Prepare a 'save_m2m' method for the form,
        old_save_m2m = self.save_m2m
        def save_m2m():
           old_save_m2m()
           # This is where we actually link the pizza with toppings
           instance.topping_set.clear()
           instance.topping_set.add(*self.cleaned_data['toppings'])
        self.save_m2m = save_m2m

        # Do we need to save all changes now?
        if commit:
            instance.save()
            self.save_m2m()

        return instance

This PizzaForm can then be used everywhere, even in the admin :
# yourapp/admin.py
from django.contrib.admin import site, ModelAdmin
from yourapp.models import Pizza
from yourapp.forms import PizzaForm

class PizzaAdmin(ModelAdmin):
  form = PizzaForm

site.register(Pizza, PizzaAdmin)

Note
The save() method might be a bit too verbose, but you can simplify it if you don't need to support the commit=False situation, it will then be like that :
def save(self):
  instance = forms.ModelForm.save(self)
  instance.topping_set.clear()
  instance.topping_set.add(*self.cleaned_data['toppings'])
  return instance

","
Consider the following models and form:
class Pizza(models.Model):
    name = models.CharField(max_length=50)

class Topping(models.Model):
    name = models.CharField(max_length=50)
    ison = models.ManyToManyField(Pizza, blank=True)

class ToppingForm(forms.ModelForm):
    class Meta:
        model = Topping

When you view the ToppingForm it lets you choose what pizzas the toppings go on and everything is just dandy.
My questions is: How do I define a ModelForm for Pizza that lets me take advantage of the Many-to-Many relationship between Pizza and Topping and lets me choose what Toppings go on the Pizza?
",https://stackoverflow.com/questions/2216974/django-modelform-for-many-to-many-fields,"
            Consider the following models and form:

class Pizza(models.Model):
    name = models.CharField(max_length=50)

class Topping(models.Model):
    name = models.CharField(max_length=50)
    ison = ...
        ","['python', 'django', 'django-forms']",Django ModelForm for Many-to-Many fields,71217,78
89,5,"
You print the queryset's query attribute.
>>> queryset = MyModel.objects.all()
>>> print(queryset.query)
SELECT ""myapp_mymodel"".""id"", ... FROM ""myapp_mymodel""

","






This question already has answers here:
                        
                    



How can I see the raw SQL queries Django is running?

                                (16 answers)
                            

Closed 6 years ago.



How do I get the SQL that Django will use on the database from a QuerySet object? I'm trying to debug some strange behavior, but I'm not sure what queries are going to the database. Thanks for your help.
",https://stackoverflow.com/questions/3748295/getting-the-sql-from-a-django-queryset,"
            How do I get the SQL that Django will use on the database from a QuerySet object? I'm trying to debug some strange behavior, but I'm not sure what queries are going to the database. Thanks for your ...
        ","['python', 'sql', 'django', 'django-queryset']",Getting the SQL from a Django QuerySet [duplicate],159412,303
90,0,"
To trigger a download you need to set Content-Disposition header:
from django.http import HttpResponse
from wsgiref.util import FileWrapper

# generate the file
response = HttpResponse(FileWrapper(myfile.getvalue()), content_type='application/zip')
response['Content-Disposition'] = 'attachment; filename=myfile.zip'
return response

If you don't want the file on disk you need to use StringIO
import cStringIO as StringIO

myfile = StringIO.StringIO()
while not_finished:
    # generate chunk
    myfile.write(chunk)

Optionally you can set Content-Length header as well:
response['Content-Length'] = myfile.tell()

","
Is it possible to make a zip archive and offer it to download, but still not save a file to the hard drive?
",https://stackoverflow.com/questions/908258/generating-file-to-download-with-django,"
            Is it possible to make a zip archive and offer it to download, but still not save a file to the hard drive?
        ","['python', 'django']",Generating file to download with Django,83695,96
91,3,"
How about.....
On your MemberSerializer, define a field on it like:
groups = MembershipSerializer(source='membership_set', many=True)

and then on your membership serializer you can create this:
class MembershipSerializer(serializers.HyperlinkedModelSerializer):

    id = serializers.Field(source='group.id')
    name = serializers.Field(source='group.name')

    class Meta:
        model = Membership

        fields = ('id', 'name', 'join_date', )

That has the overall effect of creating a serialized value, groups, that has as its source the membership you want, and then it uses a custom serializer to pull out the bits you want to display.
EDIT:  as commented by @bryanph, serializers.field was renamed to serializers.ReadOnlyField in DRF 3.0, so this should read:
class MembershipSerializer(serializers.HyperlinkedModelSerializer):

    id = serializers.ReadOnlyField(source='group.id')
    name = serializers.ReadOnlyField(source='group.name')

    class Meta:
        model = Membership

        fields = ('id', 'name', 'join_date', )

for any modern implementations
","
I have a question about dealing with m2m / through models and their presentation in django rest framework. Let's take a classic example:
models.py:
from django.db import models

class Member(models.Model):
    name = models.CharField(max_length = 20)
    groups = models.ManyToManyField('Group', through = 'Membership')

class Group(models.Model):
    name = models.CharField(max_length = 20)

class Membership(models.Model):
    member = models.ForeignKey('Member')
    group = models.ForeignKey('Group')
    join_date = models.DateTimeField()

serializers.py:
imports...

class MemberSerializer(ModelSerializer):
    class Meta:
        model = Member

class GroupSerializer(ModelSerializer):
    class Meta:
        model = Group

views.py:
imports...

class MemberViewSet(ModelViewSet):
    queryset = Member.objects.all()
    serializer_class = MemberSerializer

class GroupViewSet(ModelViewSet):
    queryset = Group.objects.all()
    serializer_class = GroupSerializer

When GETing an instance of Member, I successfully receive all of the member's fields and also its groups - however I only get the groups' details, without extra details that comes from the Membership model.
In other words I expect to receive:
{
   'id' : 2,
   'name' : 'some member',
   'groups' : [
      {
         'id' : 55,
         'name' : 'group 1'
         'join_date' : 34151564
      },
      {
         'id' : 56,
         'name' : 'group 2'
         'join_date' : 11200299
      }
   ]
}

Note the join_date.
I have tried oh so many solutions, including of course Django Rest-Framework official page about it and no one seems to give a proper plain answer about it - what do I need to do to include these extra fields? I found it more straight-forward with django-tastypie but had some other problems and prefer rest-framework.
",https://stackoverflow.com/questions/17256724/include-intermediary-through-model-in-responses-in-django-rest-framework,"
            I have a question about dealing with m2m / through models and their presentation in django rest framework. Let's take a classic example:

models.py:

from django.db import models

class Member(models....
        ","['python', 'django', 'django-rest-framework']",Include intermediary (through model) in responses in Django Rest Framework,23074,108
